WORD	SAMPA	PRON_VARIANT
andfélagslega	a n t f j E l a x s t l E G a	all
andi	a n t I	all
andleg	a n t l E G	all
andlegra	a n t l E G r a	all
andlegt	a n t l E x t	all
andlegu	a n t l E G Y	all
andlit	a n t l I t	standard_clear
andliti	a n t l I t I	standard_clear
andliti	a n t l I t_h I	north_clear
andlitinu	a n t l I t I n Y	standard_clear
andlitinu	a n t l I t_h I n Y	north_clear
andlitið	a n t l I t I D	standard_clear
andlitið	a n t l I t_h I D	north_clear
andlitslyftingu	a n t l I t s t l I f t i N k Y	all
andlitslyftur	a n t l I t s t l I f t Y r	all
andlitssnyrtingu	a n t l I t s t n I r_0 t i N k Y	all
andlitssvip	a n t l I t s v I p	standard_clear
andlát	a n t l au t	standard_clear
andlát	a n t l au t_h	north_clear
andláti	a n t l au t I	standard_clear
andláti	a n t l au t_h I	north_clear
andorra	a n t O r a	all
andre	a n t r E	all
andrea	a n t r E a	all
andreas	a n t r E a s	all
andri	a n t r I	all
andrés	a n t r j E s	all
andrésson	a n t r j E s O n	all
andrúmsloft	a n t r u m s t l O f t	all
andrúmslofti	a n t r u m s t l O f t I	all
andrúmsloftið	a n t r u m s t l O f t I D	all
andskota	a n s k O t a	standard_cas
andskota	a n t s k O t a	standard_clear
andskota	a n t s k O t_h a	north_clear
andskotann	a n s k O t a n	standard_cas
andskotann	a n t s k O t a n	standard_clear
andskotann	a n t s k O t_h a n	north_clear
andskoti	a n s k O t I	standard_cas
andskoti	a n t s k O t I	standard_clear
andskoti	a n t s k O t_h I	north_clear
andskotinn	a n s k O t I n	standard_cas
andskotinn	a n s k O t_h I n	north_cas
andskotinn	a n t s k O t I n	standard_clear
andskotinn	a n t s k O t_h I n	north_clear
andskáldsöguna	a n t s k au l s 9 G Y n a	standard_cas
andskáldsöguna	a n t s k au l t s 9 G Y n a	standard_clear
andsnúinn	a n s t n u I n	standard_cas
andsnúinn	a n t s t n u I n	standard_clear
andspænis	a n s p ai n I s	standard_cas
andspænis	a n t s p ai n I s	standard_clear
andstaða	a n s t a D a	standard_cas
andstaða	a n t s t a D a	standard_clear
andstreymi	a n s t r ei m I	standard_cas
andstreymi	a n t s t r ei m I	standard_clear
andstyggilega	a n s t I c I l E G a	standard_cas
andstyggilega	a n t s t I c I l E G a	standard_clear
andstyggilegt	a n s t I c I l E x t	standard_cas
andstyggilegt	a n t s t I c I l E x t	standard_clear
andstyggilegur	a n s t I c I l E G Y r	standard_cas
andstyggilegur	a n t s t I c I l E G Y r	standard_clear
andstyggð	a n s t I G D	standard_cas
andstyggð	a n t s t I G D	standard_clear
andstyggðar	a n s t I G D a r	standard_cas
andstyggðar	a n t s t I G D a r	standard_clear
andstætt	a n s t ai h t	standard_cas
andstætt	a n t s t ai h t	standard_clear
andstæða	a n s t ai D a	standard_cas
andstæða	a n t s t ai D a	standard_clear
andstæðinga	a n s t ai D i N k a	standard_cas
andstæðinga	a n t s t ai D i N k a	standard_clear
andstæðingar	a n s t ai D i N k a r	standard_cas
andstæðingar	a n t s t ai D i N k a r	standard_clear
andstæðingarnir	a n s t ai D i N k a t n I r	standard_cas
andstæðingarnir	a n t s t ai D i N k a r t n I r	standard_clear
andstæðingum	a n s t ai D i N k Y m	standard_cas
andstæðingum	a n t s t ai D i N k Y m	standard_clear
andstæðingur	a n s t ai D i N k Y r	standard_cas
andstæðingur	a n t s t ai D i N k Y r	standard_clear
andstæðingurinn	a n s t ai D i N k Y r I n	standard_cas
andstæðingurinn	a n t s t ai D i N k Y r I n	standard_clear
andstæðir	a n s t ai D I r	standard_cas
andstæðir	a n t s t ai D I r	standard_clear
andstæðu	a n s t ai D Y	standard_cas
andstæðu	a n t s t ai D Y	standard_clear
andstæður	a n s t ai D Y r	standard_cas
andstæður	a n t s t ai D Y r	standard_clear
andstöðu	a n t s t 9 D Y	standard_clear
andstöðuflokkur	a n s t 9 D Y f l O h k Y r	standard_cas
andstöðuflokkur	a n t s t 9 D Y f l O h k Y r	standard_clear
andsvar	a n s v a r	standard_cas
andsvar	a n t s v a r	standard_clear
andsvari	a n s v a r I	standard_cas
andsvari	a n t s v a r I	standard_clear
andvaka	a n t v a k a	standard_clear
andvaka	a n t v a k_h a	north_clear
andvari	a n t v a r I	all
andvarp	a n t v a r_0 p	all
andvarpandi	a n t v a r_0 p a n t I	all
andvarpaði	a n t v a r_0 p a D I	all
andvarpi	a n t v a r_0 p I	all
andvirði	a n t v I r D I	all
andvíg	a n t v i G	all
andvígir	a n t v i j I r	all
andvígur	a n t v i G Y r	all
andvörpum	a n t v 9 r_0 p Y m	all
andy	a n t i	all
andúð	a n t u D	all
anfield	a n f i l t	all
ang	au N k	all
anga	au N k a	all
angan	au N k a n	all
angandi	au N k a n t I	all
angar	au N k a r	all
angel	ei J c E l	all
angeles	a n t j E l E s	all
angelu	a J c E l Y	all
angi	au J c I	all
anginn	au J c I n	all
angistarfull	au J c I s t a r_0 f Y t l_0	all
angraði	au N k r a D I	all
angur	au N k Y r	all
angurfull	au N k Y r_0 f Y t l_0	all
angurvært	au N k Y r v ai r_0 t	all
ann	a n	all
anna	a n a	all
annan	a n a n	all
annar	a n a r	all
annarlega	a n a r l E G a	all
annarlegri	a n a r l E G r I	all
annarra	a n a r a	all
annarrar	a n a r a r	all
annarri	a n a r I	all
annars	a n a r_0 s	all
annarskonar	a n a r_0 s k O n a r	standard_clear
annarskonar	a n a s k O n a r	standard_cas
annarsstaðar	a n a r_0 s t a D a r	standard_clear
annarsstaðar	a n a s t a D a r	standard_cas
annast	a n a s t	all
annað	a n a D	all
annaðhvort	a n a D k_h v O r_0 t	standard_clear
annaðhvort	a n a D x O r_0 t	south_clear
annaðist	a n a D I s t	all
annika	a n I k a	standard_clear
annika	a n I k_h a	north_clear
annmörkum	a n m 9 r_0 k Y m	all
annríkt	a n r i x t	all
annt	a n t_h	northeast_clear
annt	a n_0 t	standard_clear
ansi	a n s I	all
anton	a n_0 t O n	standard_clear
antonsdóttir	a n t_h O n s t ou h t I r	northeast_clear
antonsdóttir	a n_0 t O n s t ou h t I r	standard_clear
aníta	a: n i t a	standard_clear
aníta	a: n i t_h a	north_clear
apa	a: p a	standard_clear
apa	a: p_h a	north_clear
api	a: p I	standard_clear
api	a: p_h I	north_clear
app	a h p	all
apparat	a h p a r a t	standard_clear
appelsín	a h p E l s i n	all
appelsínugul	a h p E l s i n Y G Y l	all
appelsínugulum	a h p E l s i n Y G Y l Y m	all
appelsínugulur	a h p E l s i n Y k Y l Y r	all
appelsínuhúð	a h p E l s i n Y h u D	all
appelsínur	a h p E l s i n Y r	all
appelsínurnar	a h p E l s i n Y r t n a r	standard_clear
appelsínusafa	a h p E l s i n Y s a v a	all
appelsínusíld	a h p E l s i n Y s i l t	all
aprílkönnun	a: p_h r i l_0 k_h 9 n Y n	all
aprílmánuði	a: p_h r i l m au n Y D I	all
apótekari	a: p ou t_h E k a r I	standard_clear
apótekari	a: p_h ou t_h E k_h a r I	north_clear
ara	a: r a	all
arabíska	a: r a p i s k a	all
arabísku	a: r a p i s k Y	all
arabískur	a: r a p i s k Y r	all
arafat	a: r a f a t	standard_clear
arafat	a: r a f a t_h	north_clear
aragrúi	a: r a k r u I	all
aratungu	a: r a t_h u N k Y	all
are	a: r	all
arfi	a r v I	all
arfleiddi	a r v l ei t I	all
arfleifð	a r v l ei v D	all
arftaka	a r_0 f t_h a k a	standard_clear
arftaka	a r_0 f t_h a k_h a	north_clear
arftaka	a r_0 t_h a k a	standard_cas
arftaka	a r_0 t_h a k_h a	north_cas
argentína	a r k E n t_h i n a	all
argentínu	a r c E n t_h i n Y	all
argentínumenn	a r c E n t_h i n Y m E n	all
ari	a: r I	all
arinbjarnarson	a: r I n p j a r t n a r s O n	standard_clear
aristóteles	a: r I s t ou t_h E l E s	all
arkitekt	a r_0 c I t_h E x t	all
arkitektarnir	a r_0 c I t_h E x t a r t n I r	standard_clear
arkitektarnir	a r_0 c I t_h E x t a t n I r	standard_cas
arkitektasamkeppni	a r_0 c I t_h E x t a s a m c_h E h p n I	all
arkitektsins	a r_0 c I t_h E x t s I n s	all
armband	a r m p a n t	all
armbandsúr	a r m p a n s u r	standard_cas
armbandsúr	a r m p a n t s u r	standard_clear
armbandsúr	a r p a n t s u r	standard_cas
armkútar	a r m k_h u t a r	standard_clear
armkútar	a r m k_h u t_h a r	north_clear
armt	a r m t_h	northeast_clear
armt	a r m_0 t	standard_clear
armur	a r m Y r	all
arna	a r t n a	all
arnalds	a r t n a l s	standard_cas
arnalds	a r t n a l t s	standard_clear
arnar	a r t n a r	standard_clear
arnardóttir	a r t n a r t ou h t I r	all
arnarholt	a r t n a r h O l_0 t	all
arnarholti	a r t n a r_0 h O l_0 t I	standard_clear
arnarholti	a t n a r_0 h O l_0 t I	standard_cas
arnari	a r t n a r I	all
arnars	a r t n a r_0 s	all
arnarsdóttir	a r t n a r_0 s t ou h t I r	standard_clear
arnarson	a r t n a r_0 s O n	standard_clear
arnarsonar	a r t n a r_0 s O n a r	standard_clear
arnarssonar	a r t n a r_0 s O n a r	all
arnartanga	a r t n a r_0 t_h au N k a	standard_clear
arnarvatnsheiðar	a r t n a r v a s h ei D a r	all
arnbjörnsson	a r t n_0 p j 9 r_0 s O n	standard_clear
arndal	a r n_0 t a l	standard_clear
arndal	a r t a l	standard_cas
arndís	a r n_0 t i s	standard_clear
arndís	a r t i s	standard_cas
arnfríður	a r t n_0 f r i D Y r	all
arngerður	a r t n_0 c E r D Y r	standard_clear
arngrímsson	a r t n_0 k r i m s O n	all
arnheiður	a r t n_0 h ei D Y r	all
arnkelsson	a r n_0 c_h E l s O n	all
arnór	a r t n ou r	all
arnórsson	a r t n ou r_0 s O n	all
arnþrúður	a r t n_0 T r u D Y r	all
arnþór	a r t n_0 T ou r	standard_clear
arnþór	a t n_0 T ou r	standard_cas
aron	a: r O n	all
arsen	a r_0 s E n	all
arsenal	a r_0 s E n a l	all
arsene	a r_0 s E n	all
art	a r_0 t	all
artemisar	a r_0 t E m I s a r	all
arð	a r D	all
arðgreiðslur	a r D k r ei D s t l Y r	all
arði	a r D I	all
arðræninginn	a r D r ai n i J c I n	all
arður	a r D Y r	all
as	a: s	all
ashley	a s t l ei	all
aska	a s k a	all
asnaeyrunum	a s t n a ei r O n Y m	all
asnaðist	a s t n a D I s t	all
asni	a s t n I	all
aspas	a s p a s	all
assange	a s a n s	all
así	a: E s i	all
at	a: t	standard_clear
at	a: t_h	north_clear
ata	a: t a	standard_clear
ata	a: t_h a	north_clear
atbeina	a: t p ei n a	all
atburða	a: t p Y r D a	all
atburðanna	a: t p Y r D a n a	standard_clear
atburðanna	a: t_h p Y r D a n a	north_clear
atburðarás	a t p Y r D a r au s	all
atburði	a: t p Y r D I	all
atburðinn	a: t p Y r D I n	standard_clear
atburðinn	a: t_h p Y r D I n	north_clear
atburðir	a t p Y r D I r	standard_clear
atburðir	a t_h p Y r D I r	north_clear
atburðum	a t p Y r D Y m	standard_clear
atburðum	a t_h p Y r D Y m	north_clear
atburður	a: t p Y r D Y r	standard_clear
atburður	a: t_h p Y r D Y r	north_clear
atferli	a: t f E r t l I	standard_clear
atferli	a: t_h f E r t l I	north_clear
atferlistruflaðir	a: t f E r t l I s t r Y p l a D I r	standard_clear
atferlistruflaðir	a: t_h f E r t l I s t r Y p l a D I r	north_clear
atgervi	a: t c E r v I	standard_clear
atgervi	a: t_h c E r v I	north_clear
athafna	a: t a p n a	standard_clear
athafna	a: t_h a p n a	north_clear
athafnamannsekja	a: t a p n a m a n s E c a	standard_clear
athafnamannsekja	a: t_h a p n a m a n s E c a	north_clear
athafnir	a: t a p n I r	standard_clear
athafnir	a: t_h a p n I r	north_clear
athuga	a: t Y G a	standard_clear
athuga	a: t_h Y G a	north_clear
athuganir	a: t Y G a n I r	standard_clear
athuganir	a: t_h Y G a n I r	north_clear
athugasemd	a: t Y G a s E m t	standard_clear
athugasemd	a: t_h Y G a s E m t	north_clear
athugasemda	a: t Y G a s E m t a	standard_clear
athugasemda	a: t_h Y G a s E m t a	north_clear
athugasemdir	a: t Y G a s E m t I r	standard_clear
athugasemdir	a: t_h Y G a s E m t I r	north_clear
athugasemdum	a: t Y G a s E m t Y m	standard_clear
athugasemdum	a: t_h Y G a s E m t Y m	north_clear
athugavert	a: t Y G a v E r_0 t	standard_clear
athugavert	a: t_h Y G a v E r_0 t	north_clear
athugið	a: t Yi j I D	standard_clear
athugið	a: t_h Yi j I D	north_clear
athugult	a: t Y G Y l_0 t	standard_clear
athugult	a: t_h Y G Y l_0 t	north_clear
athygli	a: t I k l I	standard_clear
athygli	a: t_h I k l I	north_clear
athyglissýki	a: t I k l I s i c I	standard_clear
athyglissýki	a: t_h I k l I s i c_h I	north_clear
athyglisvert	a: t I k l I s v E r_0 t	standard_clear
athyglisvert	a: t_h I k l I s v E r_0 t	north_clear
athyglisverð	a: t I k l I s v E r D	standard_clear
athyglisverð	a: t_h I k l I s v E r D	north_clear
athyglisverða	a: t I k l I s v E r D a	standard_clear
athyglisverða	a: t_h I k l I s v E r D a	north_clear
athyglisverðar	a: t I k l I s v E r D a r	standard_clear
athyglisverðar	a: t_h I k l I s v E r D a r	north_clear
athyglisverðri	a: t I k l I s v E r D r I	standard_clear
athyglisverðri	a: t_h I k l I s v E r D r I	north_clear
athyglisverðu	a: t I k l I s v E r D Y	standard_clear
athyglisverðu	a: t_h I k l I s v E r D Y	north_clear
athyglisverðum	a: t I k l I s v E r D Y m	standard_clear
athyglisverðum	a: t_h I k l I s v E r D Y m	north_clear
athyglisverðustu	a: t I k l I s v E r D Y s t Y	standard_clear
athyglisverðustu	a: t_h I k l I s v E r D Y s t Y	north_clear
athæfi	a: t ai v I	standard_clear
athæfi	a: t_h ai v I	north_clear
athöfn	a: t 9 p n_0	standard_clear
athöfn	a: t_h 9 p n_0	north_clear
athöfnina	a: t 9 p n I n a	standard_clear
athöfnina	a: t_h 9 p n I n a	north_clear
athöfninni	a: t 9 p n I n I	standard_clear
athöfninni	a: t_h 9 p n I n I	north_clear
athöfnum	a: t 9 p n Y m	standard_clear
athöfnum	a: t_h 9 p n Y m	north_clear
atkvæða	a: t k_h v ai D a	standard_clear
atkvæða	a: t_h k_h v ai D a	north_clear
atkvæðagreiðsla	a: t k_h v ai D a k r ei D s t l a	standard_clear
atkvæðagreiðsla	a: t_h k_h v ai D a k r ei D s t l a	north_clear
atkvæðagreiðslunnar	a: t k_h v ai D a k r ei D s t l Y n a r	standard_clear
atkvæðagreiðslunnar	a: t_h k_h v ai D a k r ei D s t l Y n a r	north_clear
atkvæðamikill	a: t k_h v ai D a m I c I t l	standard_clear
atkvæðamikill	a: t_h k_h v ai D a m I c_h I t l	north_clear
atkvæðanna	a: t k_h v ai D a n a	standard_clear
atkvæðanna	a: t_h k_h v ai D a n a	north_clear
atkvæði	a: t k_h v ai D I	standard_clear
atkvæði	a: t_h k_h v ai D I	north_clear
atkvæðisrétt	a: t k_h v ai D I s r j E h t	standard_clear
atkvæðisrétt	a: t_h k_h v ai D I s r j E h t	north_clear
atkvæðum	a: t k_h v ai D Y m	standard_clear
atkvæðum	a: t_h k_h v ai D Y m	north_clear
atla	a h t l a	all
atlaga	a: t l a G a	standard_clear
atlaga	a: t_h l a G a	north_clear
atlanta	a h t l a n t_h a	northeast_clear
atlanta	a h t l a n_0 t a	standard_clear
atlantis	a h t l a n t_h I s	northeast_clear
atlantis	a h t l a n_0 t I s	standard_clear
atlantshaf	a h t l a n t s h a v	northeast_clear
atlantshaf	a h t l a n_0 t s h a v	standard_clear
atlantshafi	a h t l a n t s h a v I	northeast_clear
atlantshafi	a h t l a n_0 t s h a v I	standard_clear
atlantshafið	a h t l a n t s h a v I D	northeast_clear
atlantshafið	a h t l a n_0 t s h a v I D	standard_clear
atlantshafsbandalaginu	a h t l a n t s h a f s p a n t a l ai j I n Y	northeast_clear
atlantshafsbandalaginu	a h t l a n_0 t s h a f s p a n t a l ai j I n Y	standard_clear
atlantshafsbandalagsins	a h t l a n t s h a f s p a n t a l a x s I n s	northeast_clear
atlantshafsbandalagsins	a h t l a n_0 t s h a f s p a n t a l a x s I n s	standard_clear
atlantshafsríkjanna	a h t l a n t s h a f s r i c_h a n a	northeast_clear
atlantshafsríkjanna	a h t l a n_0 t s h a f s r i c a n a	standard_clear
atlantshafsríkjanna	a h t l a n_0 t s h a f s r i c_h a n a	north_clear
atlantshafsstofni	a h t l a n t s h a f s t O p n I	northeast_clear
atlantshafsstofni	a h t l a n_0 t s h a f s t O p n I	standard_clear
atlantsskipa	a h t l a n s c I p a	standard_cas
atlantsskipa	a h t l a n t s c I p_h a	northeast_clear
atlantsskipa	a h t l a n_0 t s c I p a	standard_clear
atlantsskipa	a h t l a n_0 t s c I p_h a	north_clear
atlas	a h t l a s	all
atlasfjalla	a h t l a s f j a t l a	all
atlason	a h t l a s O n	all
atlavík	a h t l a v i k	standard_clear
atlæti	a: t l ai t I	standard_clear
atlæti	a: t_h l ai t_h I	north_clear
atlögu	a: t l 9 G Y	all
atriða	a: t r I D a	standard_clear
atriða	a: t_h r I D a	north_clear
atriði	a: t r I D I	standard_clear
atriði	a: t_h r I D I	north_clear
atriðinu	a: t r I D I n Y	standard_clear
atriðinu	a: t_h r I D I n Y	north_clear
atriðum	a: t r I D Y m	standard_clear
atriðum	a: t_h r I D Y m	north_clear
atvik	a: t v I k	standard_clear
atvik	a: t_h v I k	north_clear
atvika	a: t v I k a	standard_clear
atvika	a: t_h v I k_h a	north_clear
atviki	a: t v I c I	standard_clear
atviki	a: t_h v I c_h I	north_clear
atvikinu	a: t v I c I n Y	standard_clear
atvikinu	a: t_h v I c_h I n Y	north_clear
atviks	a: t v I k s	standard_clear
atviks	a: t_h v I k s	north_clear
atviksorð	a: t v I k s O r D	standard_clear
atviksorð	a: t_h v I k s O r D	north_clear
atviksskráning	a: t v I k s k r au n i N k	standard_clear
atviksskráning	a: t_h v I k s k r au n i N k	north_clear
atvikum	a: t v I k Y m	standard_clear
atvikum	a: t_h v I k_h Y m	north_clear
atvinna	a: t v I n a	standard_clear
atvinna	a: t_h v I n a	north_clear
atvinnu	a: t v I n Y	standard_clear
atvinnu	a: t_h v I n Y	north_clear
atvinnuflugmannsskírteinis	a: t v I n Y f l Y G m a n s c i r_0 t ei n I s	standard_clear
atvinnuflugmannsskírteinis	a: t_h v I n Y f l Y G m a n s c i r_0 t ei n I s	north_clear
atvinnufrelsi	a: t v I n Y f r E l s I	standard_clear
atvinnufrelsi	a: t_h v I n Y f r E l s I	north_clear
atvinnugrein	a: t v I n Y k r ei n	standard_clear
atvinnugrein	a: t_h v I n Y k r ei n	north_clear
atvinnugreina	a: t v I n Y k r ei n a	standard_clear
atvinnugreina	a: t_h v I n Y k r ei n a	north_clear
atvinnugreinar	a: t v I n Y k r ei n a r	standard_clear
atvinnugreinar	a: t_h v I n Y k r ei n a r	north_clear
atvinnugreinin	a: t v I n Y k r ei n I n	standard_clear
atvinnugreinin	a: t_h v I n Y k r ei n I n	north_clear
atvinnugreininni	a: t v I n Y k r ei n I n I	standard_clear
atvinnugreininni	a: t_h v I n Y k r ei n I n I	north_clear
atvinnugreinum	a: t v I n Y k r ei n Y m	standard_clear
atvinnugreinum	a: t_h v I n Y k r ei n Y m	north_clear
atvinnuhluti	a: t v I n Y l_0 Y t I	standard_clear
atvinnuhluti	a: t_h v I n Y l_0 Y t_h I	north_clear
atvinnuhúsnæði	a: t v I n Y h u s t n ai D I	standard_clear
atvinnuhúsnæði	a: t_h v I n Y h u s t n ai D I	north_clear
atvinnuhúsnæðis	a: t v I n Y h u s t n ai D I s	standard_clear
atvinnuhúsnæðis	a: t_h v I n Y h u s t n ai D I s	north_clear
atvinnulausir	a: t v I n Y l 9i s I r	standard_clear
atvinnulausir	a: t_h v I n Y l 9i s I r	north_clear
atvinnuleitandi	a: t v I n Y l ei t a n t I	standard_clear
atvinnuleitandi	a: t_h v I n Y l ei t_h a n t I	north_clear
atvinnuleyfi	a: t v I n Y l ei v I	standard_clear
atvinnuleyfi	a: t_h v I n Y l ei v I	north_clear
atvinnuleysi	a: t v I n Y l ei s I	standard_clear
atvinnuleysi	a: t_h v I n Y l ei s I	north_clear
atvinnuleysis	a: t v I n Y l ei s I s	standard_clear
atvinnuleysis	a: t_h v I n Y l ei s I s	north_clear
atvinnuleysisbætur	a: t v I n Y l ei s I s p ai t Y r	standard_clear
atvinnuleysisbætur	a: t v I n Y l ei s I s p ai t_h Y r	north_clear
atvinnuleysisbæturnar	a: t v I n Y l ei s I s p ai t Y r t n a r	standard_clear
atvinnuleysisbæturnar	a: t_h v I n Y l ei s I s p ai t Y r t n a r	north_clear
atvinnuleysisbótum	a: t v I n Y l ei s I s p ou t Y m	standard_clear
atvinnuleysisbótum	a: t_h v I n Y l ei s I s p ou t_h Y m	north_clear
atvinnuleysið	a: t v I n Y l ei s I D	standard_clear
atvinnuleysið	a: t_h v I n Y l ei s I D	north_clear
atvinnulífi	a: t v I n Y l i v I	standard_clear
atvinnulífi	a: t_h v I n Y l i v I	north_clear
atvinnulífinu	a: t v I n Y l i v I n Y	standard_clear
atvinnulífinu	a: t_h v I n Y l i v I n Y	north_clear
atvinnulífið	a: t v I n Y l i v I D	standard_clear
atvinnulífið	a: t_h v I n Y l i v I D	north_clear
atvinnulífs	a: t v I n Y l i f s	standard_clear
atvinnulífs	a: t_h v I n Y l i f s	north_clear
atvinnulífsins	a: t v I n Y l i f s I n s	standard_clear
atvinnulífsins	a: t_h v I n Y l i f s I n s	north_clear
atvinnumanna	a: t v I n Y m a n a	standard_clear
atvinnumanna	a: t_h v I n Y m a n a	north_clear
atvinnumaður	a: t v I n Y m a D Y r	standard_clear
atvinnumaður	a: t_h v I n Y m a D Y r	north_clear
atvinnumennsku	a: t v I n Y m E n s k Y	standard_clear
atvinnumennsku	a: t_h v I n Y m E n s k Y	north_clear
atvinnumál	a: t v I n Y m au l	standard_clear
atvinnumál	a: t_h v I n Y m au l	north_clear
atvinnumálaráð	a: t v I n Y m au l a r au D	standard_clear
atvinnumálaráð	a: t_h v I n Y m au l a r au D	north_clear
atvinnumálaskrifstofu	a: t v I n Y m au l a s k r I f s t O v Y	standard_clear
atvinnumálaskrifstofu	a: t_h v I n Y m au l a s k r I f s t O v Y	north_clear
atvinnumálum	a: t v I n Y m au l Y m	standard_clear
atvinnumálum	a: t_h v I n Y m au l Y m	north_clear
atvinnurekanda	a: t v I n Y r E k a n t a	standard_clear
